Title of dataset,ESS round,Edition,Production date,Respondent's identification number,Country,Design weight,Post-stratification weight including design weight,Population size weight (must be combined with dweight or pspwght),Analysis weight,Sampling probability,Sampling stratum,Primary sampling unit,Personal use of internet/e-mail/www,"Internet use, how often","Internet use, how much time on typical day, in minutes","News about politics and current affairs, watching, reading or listening, in minutes","Newspaper reading, politics/current affairs on average weekday","Newspaper reading, total time on average weekday","Most people try to take advantage of you, or try to be fair",Most of the time people helpful or mostly looking out for themselves,Most people can be trusted or you can't be too careful,"Radio listening, news/politics/current affairs on average weekday","Radio listening, total time on average weekday","TV watching, news/politics/current affairs on average weekday","TV watching, total time on average weekday",Placement on left right scale,Trust in the legal system,Trust in politicians,"Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom",Feeling of safety of walking alone in local area after dark,How emotionally attached to [country],How emotionally attached to Europe,Belong to minority ethnic group in country,How often worry about your home being burgled,Born in country,Country of birth,Citizen of country,Member of a group discriminated against in this country,"Religion or denomination belonging to at present, United Kingdom","Religion or denomination belonging to in the past, United Kingdom",Number of people living regularly as member of household,Gender,Gender of second person in household,Year of birth,"Age of respondent, calculated","Age of respondent, calculated","Age group, post coded","Highest level of education, United Kingdom","Highest level of education, United Kingdom","Legal marital status, United Kingdom","Relationship with husband/wife/partner currently living with, United Kingdom",Important that government is strong and ensures safety,Important that government is strong and ensures safety,Region,"Region, United Kingdom",Year,Adjusted l/r placement
ESS9e03_2,9,3.2,23.11.2023,27035,GB,0.5093865,0.3562535,2.4683316,0.8793518,0.00020619766,1462.0,12301.0,,1.0,6666.0,0.0,,,7,5,10,,,,,5,10,7,,,,66.0,,4,5.0,0.0,2.0,,1,6666,1,2,Roman Catholic,6666.0,1,1,6,1962,,56,,,,4.0,66.0,8.0,,East of England,,2018,0
ESS9e03_2,9,3.2,23.11.2023,27071,GB,1.018773,0.88498956,2.4683316,2.1844478,0.00010309883,1544.0,12143.0,,5.0,30.0,120.0,,,5,8,3,,,,,3,7,5,,,,4.0,,1,0.0,6.0,2.0,,1,6666,1,1,Not applicable,6.0,2,1,2,1948,,70,,,,66.0,1.0,5.0,,Scotland,,2018,-2
ESS9e03_2,9,3.2,23.11.2023,27100,GB,0.5093865,0.44249478,2.4683316,1.0922239,0.00020619766,1546.0,12221.0,,1.0,6666.0,10.0,,,4,6,4,,,,,3,6,3,,,,2.0,,2,6.0,1.0,2.0,,1,6666,1,2,Not applicable,6666.0,1,1,6,1940,,78,,,,5.0,66.0,3.0,,Scotland,,2018,-2
ESS9e03_2,9,3.2,23.11.2023,27164,GB,1.018773,0.9069605,2.4683316,2.2386792,0.00010309883,1442.0,12325.0,,3.0,6666.0,10.0,,,6,4,2,,,,,7,8,0,,,,1.0,,1,10.0,0.0,2.0,,1,6666,1,2,Church of England / Anglican,6666.0,2,2,2,1944,,74,,,,5.0,66.0,2.0,,South West (England),,2018,2
ESS9e03_2,9,3.2,23.11.2023,27173,GB,2.037546,2.0731733,2.4683316,5.117279,5.1549414e-05,1506.0,12427.0,,5.0,120.0,90.0,,,6,3,3,,,,,3,10,8,,,,66.0,,2,7.0,7.0,2.0,,2,39,2,2,Other,6666.0,5,1,1,1980,,38,,,,66.0,1.0,9.0,,South East (England),,2018,-2
ESS9e03_2,9,3.2,23.11.2023,27220,GB,1.018773,0.81305856,2.4683316,2.0068982,0.00010309883,1406.0,12393.0,,5.0,720.0,60.0,,,4,2,4,,,,,4,0,1,,,,66.0,,3,6.0,3.0,2.0,,1,6666,1,2,Church of England / Anglican,6666.0,4,2,2,1977,,41,,,,1.0,66.0,2.0,,East Midlands (England),,2018,-1
ESS9e03_2,9,3.2,23.11.2023,27254,GB,1.5281595,1.0888093,2.4683316,2.6875422,6.873255e-05,1557.0,12120.0,,5.0,80.0,10.0,,,7,8,5,,,,,5,7,2,,,,13.0,,2,10.0,5.0,2.0,,1,6666,1,2,Not applicable,1.0,3,2,1,1967,,51,,,,66.0,1.0,2.0,,Northern Ireland,,2018,0
ESS9e03_2,9,3.2,23.11.2023,27260,GB,1.018773,1.0039982,2.4683316,2.4782004,0.00010309883,1465.0,12320.0,,5.0,600.0,60.0,,,6,6,5,,,,,5,6,5,,,,2.0,,1,10.0,6.0,2.0,,1,6666,1,2,Church of England / Anglican,6666.0,3,1,2,1982,,36,,,,6.0,3.0,2.0,,East of England,,2018,0
ESS9e03_2,9,3.2,23.11.2023,27269,GB,1.5281595,1.5872847,2.4683316,3.917945,6.873255e-05,1484.0,12345.0,,5.0,180.0,300.0,,,7,7,5,,,,,5,5,7,,,,8.0,,2,8.0,0.0,2.0,,1,6666,1,1,Not applicable,20.0,3,2,1,1946,,72,,,,66.0,1.0,2.0,,London,,2018,0
ESS9e03_2,9,3.2,23.11.2023,27316,GB,1.018773,0.7331002,2.4683316,1.8095343,0.00010309883,1461.0,12417.0,,5.0,120.0,20.0,,,7,7,7,,,,,8,8,5,,,,2.0,,2,5.0,4.0,1.0,,1,6666,1,2,Other,6666.0,4,2,1,1983,,35,,,,66.0,1.0,2.0,,East of England,,2018,3
ESS9e03_2,9,3.2,23.11.2023,27336,GB,1.018773,0.83290505,2.4683316,2.0558858,0.00010309883,1453.0,12238.0,,5.0,120.0,90.0,,,7,7,5,,,,,6,5,2,,,,1.0,,3,8.0,0.0,2.0,,1,6666,1,2,Not applicable,6666.0,2,2,1,1936,,82,,,,66.0,1.0,3.0,,East of England,,2018,1
ESS9e03_2,9,3.2,23.11.2023,27428,GB,1.018773,0.7245965,2.4683316,1.7885444,0.00010309883,1432.0,12114.0,,4.0,600.0,600.0,,,7,7,7,,,,,6,7,2,,,,1.0,,1,8.0,0.0,2.0,,1,6666,1,1,Not applicable,6666.0,2,1,2,1956,,62,,,,66.0,1.0,2.0,,North East (England),,2018,1
ESS9e03_2,9,3.2,23.11.2023,27437,GB,1.018773,1.4131954,2.4683316,3.4882348,0.00010309883,1436.0,12329.0,,5.0,480.0,30.0,,,6,6,7,,,,,5,8,4,,,,1.0,,1,9.0,8.0,2.0,,1,6666,1,2,Not applicable,6666.0,2,1,2,1993,,25,,,,6.0,3.0,1.0,,South West (England),,2018,0
ESS9e03_2,9,3.2,23.11.2023,27484,GB,1.5281595,1.3604407,2.4683316,3.3580189,6.873255e-05,1430.0,12132.0,,1.0,6666.0,180.0,,,5,5,3,,,,,5,9,10,,,,1.0,,2,10.0,0.0,1.0,,2,14,1,2,Other,6666.0,3,2,1,1946,,72,,,,66.0,1.0,3.0,,South West (England),,2018,0
ESS9e03_2,9,3.2,23.11.2023,27490,GB,0.5093865,0.367817,2.4683316,0.9078944,0.00020619766,1507.0,12146.0,,5.0,120.0,30.0,,,7,7,7,,,,,7,7,4,,,,2.0,,2,8.0,7.0,2.0,,1,6666,1,2,Not applicable,1.0,1,1,6,1948,,70,,,,5.0,66.0,2.0,,South East (England),,2018,2
ESS9e03_2,9,3.2,23.11.2023,27510,GB,0.5093865,0.47314218,2.4683316,1.1678718,0.00020619766,1521.0,12338.0,,4.0,60.0,120.0,,,7,5,7,,,,,5,7,3,,,,2.0,,2,8.0,5.0,2.0,,1,6666,1,2,Roman Catholic,6666.0,1,2,6,1950,,68,,,,5.0,66.0,3.0,,North West (England),,2018,0
ESS9e03_2,9,3.2,23.11.2023,27613,GB,1.018773,0.7331002,2.4683316,1.8095343,0.00010309883,1461.0,12417.0,,5.0,330.0,90.0,,,6,7,3,,,,,4,5,2,,,,66.0,,2,3.0,1.0,1.0,,1,6666,1,1,Roman Catholic,6666.0,4,2,1,1974,,44,,,,66.0,1.0,1.0,,East of England,,2018,-1
ESS9e03_2,9,3.2,23.11.2023,27751,GB,1.018773,1.3310302,2.4683316,3.285424,0.00010309883,1583.0,12377.0,,5.0,120.0,15.0,,,5,5,5,,,,,5,3,2,,,,2.0,,1,8.0,5.0,2.0,,1,6666,1,2,Church of England / Anglican,6666.0,2,1,2,1986,,32,,,,66.0,1.0,4.0,,Yorkshire and the Humber,,2018,0
ESS9e03_2,9,3.2,23.11.2023,27763,GB,1.018773,0.74553883,2.4683316,1.840237,0.00010309883,1421.0,12366.0,,5.0,120.0,15.0,,,6,5,3,,,,,5,7,4,,,,66.0,,1,5.0,6.0,2.0,,1,6666,1,2,Not applicable,2.0,5,2,1,1977,,41,,,,66.0,1.0,4.0,,North East (England),,2018,0
ESS9e03_2,9,3.2,23.11.2023,27787,GB,0.5093865,0.54663277,2.4683316,1.3492709,0.00020619766,1444.0,12171.0,,5.0,30.0,20.0,,,6,7,4,,,,,5,5,0,,,,88.0,,1,5.0,0.0,2.0,,1,6666,1,2,Not applicable,6666.0,1,1,6,1973,,45,,,,6.0,66.0,8.0,,South West (England),,2018,0
ESS9e03_2,9,3.2,23.11.2023,27855,GB,1.018773,1.2063588,2.4683316,2.9776936,0.00010309883,1415.0,12397.0,,5.0,240.0,180.0,,,6,5,5,,,,,5,3,2,,,,1.0,,3,7.0,0.0,2.0,,1,6666,1,2,Not applicable,6666.0,4,2,1,1981,,37,,,,66.0,1.0,1.0,,West Midlands (England),,2018,0
ESS9e03_2,9,3.2,23.11.2023,27882,GB,1.018773,0.85994035,2.4683316,2.122618,0.00010309883,1502.0,12287.0,,5.0,60.0,30.0,,,7,5,8,,,,,3,6,2,,,,66.0,,1,7.0,10.0,2.0,,2,155,2,1,Not applicable,6666.0,2,2,1,1941,,77,,,,66.0,1.0,6.0,,South East (England),,2018,-2
ESS9e03_2,9,3.2,23.11.2023,27919,GB,1.018773,0.94628435,2.4683316,2.3357437,0.00010309883,1561.0,12122.0,,4.0,90.0,0.0,,,5,6,4,,,,,6,3,2,,,,1.0,,3,5.0,4.0,2.0,,1,6666,1,2,Not applicable,2.0,2,2,1,1938,,80,,,,66.0,1.0,4.0,,North West (England),,2018,1
ESS9e03_2,9,3.2,23.11.2023,27927,GB,1.018773,1.1496273,2.4683316,2.8376615,0.00010309883,1452.0,12133.0,,5.0,480.0,0.0,,,6,8,7,,,,,3,9,7,,,,66.0,,2,3.0,3.0,2.0,,1,6666,1,2,Not applicable,6666.0,2,2,1,1996,,22,,,,6.0,3.0,2.0,,East of England,,2018,-2
ESS9e03_2,9,3.2,23.11.2023,27928,GB,1.5281595,2.4179616,2.4683316,5.968331,6.873255e-05,1547.0,12186.0,,5.0,540.0,60.0,,,5,5,6,,,,,6,9,6,,,,1.0,,1,8.0,6.0,2.0,,1,6666,1,1,Other,6666.0,3,1,1,1985,,33,,,,6.0,66.0,1.0,,Scotland,,2018,1
ESS9e03_2,9,3.2,23.11.2023,27945,GB,0.5093865,0.4526134,2.4683316,1.1172,0.00020619766,1478.0,12161.0,,1.0,6666.0,855.0,,,5,8,7,,,,,5,5,1,,,,6.0,,2,9.0,5.0,2.0,,2,IE,2,2,Not applicable,6666.0,1,1,6,1938,,80,,,,6.0,66.0,1.0,,London,,2018,0
ESS9e03_2,9,3.2,23.11.2023,27981,GB,0.5093865,0.42711422,2.4683316,1.0542595,0.00020619766,1577.0,12372.0,,5.0,60.0,60.0,,,7,7,7,,,,,4,8,3,,,,3.0,,2,8.0,7.0,2.0,,1,6666,1,1,Not applicable,6666.0,1,2,6,1956,,62,,,,4.0,66.0,2.0,,Yorkshire and the Humber,,2018,-1
ESS9e03_2,9,3.2,23.11.2023,28053,GB,0.5093865,0.51485074,2.4683316,1.2708223,0.00020619766,1582.0,12167.0,,5.0,480.0,60.0,,,7,6,8,,,,,5,5,4,,,,66.0,,2,6.0,5.0,2.0,,2,8888,2,2,Other,6666.0,1,1,6,1979,,39,,,,6.0,66.0,2.0,,Yorkshire and the Humber,,2018,0
ESS9e03_2,9,3.2,23.11.2023,28063,GB,1.5281595,1.7599074,2.4683316,4.344035,6.873255e-05,1529.0,12251.0,,5.0,75.0,30.0,,,4,6,5,,,,,8,8,6,,,,1.0,,3,7.0,5.0,2.0,,1,6666,1,1,Roman Catholic,6666.0,3,2,1,1963,,55,,,,5.0,66.0,2.0,,Wales,,2018,3
ESS9e03_2,9,3.2,23.11.2023,28138,GB,0.5093865,0.3629364,2.4683316,0.8958474,0.00020619766,1552.0,12239.0,,5.0,120.0,15.0,,,8,8,7,,,,,5,6,0,,,,11.0,,3,8.0,4.0,2.0,,1,6666,1,1,Roman Catholic,6666.0,1,2,6,1967,,51,,,,6.0,66.0,3.0,,Northern Ireland,,2018,0
ESS9e03_2,9,3.2,23.11.2023,28186,GB,0.5093865,0.58663577,2.4683316,1.4480116,0.00020619766,1533.0,12290.0,,5.0,60.0,10.0,,,7,7,4,,,,,5,8,4,,,,3.0,,1,6.0,4.0,2.0,,1,6666,1,2,Not applicable,6666.0,1,2,6,1954,,64,,,,4.0,66.0,2.0,,Wales,,2018,0
ESS9e03_2,9,3.2,23.11.2023,28273,GB,1.5281595,1.3578396,2.4683316,3.3515983,6.873255e-05,1493.0,12170.0,,4.0,120.0,60.0,,,5,5,5,,,,,2,7,3,,,,2.0,,1,9.0,7.0,2.0,,1,6666,1,2,Not applicable,6666.0,3,1,2,1961,,57,,,,66.0,1.0,2.0,,London,,2018,-3
ESS9e03_2,9,3.2,23.11.2023,28349,GB,1.5281595,1.0961224,2.4683316,2.7055936,6.873255e-05,1573.0,12368.0,,5.0,120.0,60.0,,,5,5,5,,,,,2,10,10,,,,66.0,,4,10.0,5.0,1.0,,2,145,1,1,Islam / Muslim,6666.0,5,1,2,1962,,56,,,,66.0,1.0,2.0,,Yorkshire and the Humber,,2018,-3
ESS9e03_2,9,3.2,23.11.2023,28357,GB,1.018773,0.7568956,2.4683316,1.8682693,0.00010309883,1507.0,12454.0,,5.0,240.0,60.0,,,7,8,6,,,,,7,8,5,,,,1.0,,3,7.0,3.0,2.0,,1,6666,1,2,Not applicable,6666.0,4,2,1,1967,,51,,,,66.0,1.0,2.0,,South East (England),,2018,2
ESS9e03_2,9,3.2,23.11.2023,28365,GB,0.5093865,0.73028994,2.4683316,1.8025978,0.00020619766,1475.0,12456.0,,5.0,540.0,75.0,,,3,7,5,,,,,8,4,1,,,,2.0,,1,9.0,7.0,2.0,,2,2,1,1,Roman Catholic,6666.0,2,2,1,1988,,30,,,,4.0,66.0,2.0,,London,,2018,3
ESS9e03_2,9,3.2,23.11.2023,28393,GB,1.018773,1.1406674,2.4683316,2.8155456,0.00010309883,1543.0,12295.0,,5.0,45.0,180.0,,,8,7,8,,,,,3,7,3,,,,66.0,,2,8.0,8.0,1.0,,2,HU,2,2,Not applicable,6666.0,2,1,1,1971,,47,,,,4.0,3.0,2.0,,North West (England),,2018,-2
ESS9e03_2,9,3.2,23.11.2023,28401,GB,2.037546,2.5036883,2.4683316,6.179933,5.1549414e-05,1442.0,12447.0,,5.0,180.0,2.0,,,7,5,5,,,,,6,7,7,,,,1.0,,2,7.0,5.0,2.0,,1,6666,1,2,Not applicable,2.0,4,2,2,1994,,24,,,,6.0,66.0,1.0,,South West (England),,2018,1
ESS9e03_2,9,3.2,23.11.2023,28458,GB,1.018773,1.4131954,2.4683316,3.4882348,0.00010309883,1431.0,12435.0,,5.0,480.0,180.0,,,7,7,5,,,,,3,8,3,,,,2.0,,2,7.0,6.0,2.0,,1,6666,1,2,Not applicable,6666.0,2,1,2,1990,,28,,,,66.0,1.0,3.0,,South West (England),,2018,-2
ESS9e03_2,9,3.2,23.11.2023,28504,GB,1.018773,1.1732715,2.4683316,2.8960233,0.00010309883,1527.0,12289.0,,5.0,60.0,90.0,,,8,9,7,,,,,6,6,6,,,,1.0,,2,8.0,5.0,2.0,,1,6666,1,2,Other,6666.0,2,2,1,1961,,57,,,,66.0,1.0,3.0,,Wales,,2018,1
ESS9e03_2,9,3.2,23.11.2023,28506,GB,1.018773,0.7758576,2.4683316,1.9150739,0.00010309883,1436.0,12176.0,,4.0,120.0,30.0,,,4,6,2,,,,,7,3,1,,,,1.0,,1,10.0,4.0,2.0,,1,6666,1,2,Not applicable,2.0,2,1,2,1949,,69,,,,66.0,1.0,1.0,,South West (England),,2018,2
ESS9e03_2,9,3.2,23.11.2023,28514,GB,0.5093865,0.42997018,2.4683316,1.061309,0.00020619766,1505.0,12425.0,,5.0,60.0,30.0,,,8,8,5,,,,,5,7,2,,,,66.0,,2,7.0,0.0,2.0,,1,6666,1,1,Church of England / Anglican,6666.0,1,2,6,1949,,69,,,,5.0,66.0,3.0,,South East (England),,2018,0
ESS9e03_2,9,3.2,23.11.2023,28515,GB,1.018773,0.7568956,2.4683316,1.8682693,0.00010309883,1513.0,12270.0,,5.0,60.0,180.0,,,6,3,4,,,,,2,2,1,,,,66.0,,2,3.0,3.0,2.0,,1,6666,1,1,Not applicable,20.0,2,2,2,1964,,54,,,,66.0,1.0,2.0,,South East (England),,2018,-3
ESS9e03_2,9,3.2,23.11.2023,28566,GB,1.018773,0.81305856,2.4683316,2.0068982,0.00010309883,1587.0,12385.0,,5.0,330.0,30.0,,,4,5,1,,,,,1,2,1,,,,88.0,,3,3.0,1.0,2.0,,1,6666,1,2,Not applicable,2.0,2,2,1,1964,,54,,,,66.0,1.0,2.0,,East Midlands (England),,2018,-4
ESS9e03_2,9,3.2,23.11.2023,28615,GB,2.037546,2.551119,2.4683316,6.297008,5.1549414e-05,1486.0,12489.0,,5.0,60.0,60.0,,,5,2,5,,,,,5,7,2,,,,1.0,,1,1.0,5.0,2.0,,1,6666,1,2,Roman Catholic,6666.0,4,1,2,1968,,50,,,,66.0,1.0,2.0,,London,,2018,0
ESS9e03_2,9,3.2,23.11.2023,28647,GB,2.037546,1.7198807,2.4683316,4.245236,5.1549414e-05,1523.0,12147.0,,5.0,120.0,40.0,,,9,8,7,,,,,7,8,5,,,,1.0,,1,8.0,6.0,2.0,,1,6666,1,2,Church of England / Anglican,6666.0,2,2,1,1954,,64,,,,4.0,66.0,2.0,,South East (England),,2018,2
ESS9e03_2,9,3.2,23.11.2023,28655,GB,1.5281595,1.0961224,2.4683316,2.7055936,6.873255e-05,1581.0,12378.0,,5.0,60.0,5.0,,,5,8,8,,,,,6,9,7,,,,1.0,,1,8.0,4.0,2.0,,1,6666,1,2,Church of England / Anglican,6666.0,3,1,2,1951,,67,,,,66.0,1.0,4.0,,Yorkshire and the Humber,,2018,1
ESS9e03_2,9,3.2,23.11.2023,28710,GB,1.018773,0.73074824,2.4683316,1.8037289,0.00010309883,1579.0,12373.0,,5.0,60.0,65.0,,,8,7,8,,,,,3,8,2,,,,3.0,,1,7.0,6.0,2.0,,1,6666,1,2,Church of England / Anglican,6666.0,2,1,2,1954,,64,,,,66.0,1.0,3.0,,Yorkshire and the Humber,,2018,-2
ESS9e03_2,9,3.2,23.11.2023,28731,GB,1.018773,0.79828155,2.4683316,1.9704236,0.00010309883,1436.0,12329.0,,5.0,120.0,60.0,,,5,5,2,,,,,4,5,1,,,,7.0,,2,5.0,5.0,2.0,,1,6666,1,1,Church of England / Anglican,6666.0,3,2,1,1969,,49,,,,66.0,1.0,1.0,,South West (England),,2018,-1
ESS9e03_2,9,3.2,23.11.2023,28734,GB,1.5281595,1.7587073,2.4683316,4.3410726,6.873255e-05,1427.0,12228.0,,5.0,185.0,240.0,,,4,5,0,,,,,6,1,0,,,,7.0,,2,10.0,4.0,2.0,,1,6666,1,1,Not applicable,2.0,3,1,2,1960,,58,,,,66.0,1.0,1.0,,West Midlands (England),,2018,1
ESS9e03_2,9,3.2,23.11.2023,28833,GB,1.018773,1.0581903,2.4683316,2.6119647,0.00010309883,1468.0,12261.0,,1.0,6666.0,600.0,,,10,8,8,,,,,4,5,2,,,,66.0,,2,6.0,4.0,2.0,,1,6666,1,2,Not applicable,6666.0,4,2,2,1942,,76,,,,5.0,66.0,4.0,,London,,2018,-1
ESS9e03_2,9,3.2,23.11.2023,28862,GB,1.018773,0.9069605,2.4683316,2.2386792,0.00010309883,1438.0,12187.0,,4.0,90.0,120.0,,,6,8,7,,,,,5,8,2,,,,77.0,,4,6.0,6.0,2.0,,1,6666,1,2,Church of England / Anglican,6666.0,2,2,1,1948,,70,,,,66.0,1.0,2.0,,South West (England),,2018,0
ESS9e03_2,9,3.2,23.11.2023,28877,GB,1.5281595,2.1908693,2.4683316,5.407792,6.873255e-05,1479.0,12488.0,,5.0,180.0,60.0,,,6,7,6,,,,,3,8,3,,,,2.0,,3,8.0,8.0,2.0,,1,6666,1,2,Not applicable,6666.0,3,2,1,1991,,28,,,,6.0,66.0,4.0,,London,,2018,-2
ESS9e03_2,9,3.2,23.11.2023,28901,GB,1.018773,1.1406674,2.4683316,2.8155456,0.00010309883,1488.0,12331.0,,5.0,540.0,60.0,,,7,7,8,,,,,4,9,6,,,,2.0,,2,8.0,8.0,1.0,,2,PK,1,2,Islam / Muslim,6666.0,4,1,2,1978,,40,,,,66.0,1.0,1.0,,North West (England),,2018,-1
ESS9e03_2,9,3.2,23.11.2023,28907,GB,1.018773,0.73074824,2.4683316,1.8037289,0.00010309883,1585.0,12376.0,,3.0,6666.0,60.0,,,6,7,4,,,,,4,9,4,,,,2.0,,1,9.0,8.0,2.0,,1,6666,1,2,Not applicable,6666.0,2,1,2,1949,,69,,,,66.0,1.0,3.0,,Yorkshire and the Humber,,2018,-1
ESS9e03_2,9,3.2,23.11.2023,28993,GB,0.5093865,0.5182933,2.4683316,1.2793198,0.00020619766,1503.0,12313.0,,5.0,120.0,10.0,,,8,7,7,,,,,5,4,3,,,,66.0,,1,6.0,5.0,2.0,,1,6666,1,2,Other,6666.0,1,1,6,1979,,39,,,,6.0,66.0,2.0,,South East (England),,2018,0
ESS9e03_2,9,3.2,23.11.2023,29059,GB,1.018773,0.8470375,2.4683316,2.0907693,0.00010309883,1580.0,12121.0,,4.0,60.0,15.0,,,4,4,3,,,,,2,8,2,,,,2.0,,2,8.0,3.0,2.0,,1,6666,1,2,Church of England / Anglican,6666.0,2,2,1,1950,,68,,,,5.0,66.0,2.0,,North East (England),,2018,-3
ESS9e03_2,9,3.2,23.11.2023,29078,GB,0.5093865,0.4656949,2.4683316,1.1494894,0.00020619766,1475.0,12157.0,,5.0,120.0,0.0,,,6,5,4,,,,,0,5,0,,,,1.0,,4,8.0,1.0,2.0,,1,6666,1,2,Other,6666.0,1,2,6,1980,,38,,,,6.0,66.0,2.0,,London,,2018,-5
ESS9e03_2,9,3.2,23.11.2023,29119,GB,0.5093865,0.40474865,2.4683316,0.9990539,0.00020619766,1560.0,12242.0,,3.0,6666.0,60.0,,,7,8,5,,,,,6,7,4,,,,2.0,,3,9.0,6.0,2.0,,1,6666,1,1,Not applicable,2.0,1,1,6,1947,,71,,,,5.0,66.0,2.0,,North West (England),,2018,1
ESS9e03_2,9,3.2,23.11.2023,29209,GB,1.018773,0.712507,2.4683316,1.7587036,0.00010309883,1463.0,12416.0,,5.0,120.0,125.0,,,8,7,8,,,,,7,8,5,,,,1.0,,1,10.0,2.0,2.0,,1,6666,1,2,Not applicable,6666.0,2,1,2,1939,,79,,,,66.0,1.0,1.0,,East of England,,2018,2
ESS9e03_2,9,3.2,23.11.2023,29214,GB,1.018773,1.2750163,2.4683316,3.147163,0.00010309883,1405.0,12395.0,,5.0,480.0,60.0,,,6,6,5,,,,,5,7,0,,,,3.0,,2,7.0,10.0,2.0,,1,6666,1,2,Not applicable,6666.0,2,2,1,1988,,31,,,,66.0,1.0,2.0,,East Midlands (England),,2018,0
ESS9e03_2,9,3.2,23.11.2023,29220,GB,1.018773,1.0932655,2.4683316,2.6985419,0.00010309883,1430.0,12132.0,,5.0,540.0,300.0,,,6,7,5,,,,,5,6,7,,,,66.0,,2,7.0,7.0,2.0,,2,39,2,2,Roman Catholic,6666.0,3,1,2,1982,,36,,,,6.0,3.0,1.0,,South West (England),,2018,0
ESS9e03_2,9,3.2,23.11.2023,29249,GB,0.5093865,0.3562535,2.4683316,0.8793518,0.00020619766,1464.0,12240.0,,1.0,6666.0,60.0,,,5,7,5,,,,,6,7,5,,,,66.0,,8,10.0,5.0,2.0,,1,6666,1,2,Not applicable,2.0,1,1,6,1938,,80,,,,5.0,66.0,2.0,,East of England,,2018,1
ESS9e03_2,9,3.2,23.11.2023,29296,GB,0.5093865,0.47314218,2.4683316,1.1678718,0.00020619766,1559.0,12294.0,,3.0,6666.0,60.0,,,8,5,4,,,,,6,2,0,,,,3.0,,2,9.0,1.0,2.0,,1,6666,1,1,Church of England / Anglican,6666.0,1,2,6,1951,,67,,,,4.0,66.0,1.0,,North West (England),,2018,1
ESS9e03_2,9,3.2,23.11.2023,29374,GB,1.018773,1.2850103,2.4683316,3.1718316,0.00010309883,1556.0,12177.0,,5.0,570.0,90.0,,,8,8,7,,,,,4,8,6,,,,13.0,,1,6.0,7.0,2.0,,1,6666,1,1,Not applicable,6.0,4,1,2,1985,,33,,,,66.0,1.0,2.0,,Northern Ireland,,2018,-1
ESS9e03_2,9,3.2,23.11.2023,29390,GB,1.018773,1.6119752,2.4683316,3.9788892,0.00010309883,1539.0,12224.0,,5.0,365.0,5.0,,,4,4,4,,,,,6,0,4,,,,6.0,,1,2.0,2.0,1.0,,1,6666,1,1,Not applicable,10.0,2,1,1,1992,,26,,,,6.0,66.0,6.0,,Scotland,,2018,1
ESS9e03_2,9,3.2,23.11.2023,29397,GB,1.018773,0.9313898,2.4683316,2.2989788,0.00010309883,1481.0,12419.0,,5.0,60.0,60.0,,,0,2,2,,,,,10,1,0,,,,7.0,,4,10.0,0.0,2.0,,1,6666,1,8,Church of England / Anglican,6666.0,2,2,1,1964,,54,,,,66.0,1.0,1.0,,London,,2018,5
ESS9e03_2,9,3.2,23.11.2023,29425,GB,1.018773,1.6521362,2.4683316,4.07802,0.00010309883,1414.0,12340.0,,5.0,120.0,45.0,,,5,6,5,,,,,10,3,3,,,,1.0,,2,10.0,0.0,2.0,,1,6666,1,2,Not applicable,6666.0,2,1,2,1973,,45,,,,66.0,1.0,2.0,,West Midlands (England),,2018,5
ESS9e03_2,9,3.2,23.11.2023,29450,GB,0.5093865,0.71396387,2.4683316,1.7622995,0.00020619766,1547.0,12259.0,,2.0,6666.0,0.0,,,7,7,7,,,,,6,5,4,,,,2.0,,2,7.0,5.0,2.0,,1,6666,1,2,Not applicable,6666.0,1,2,6,1991,,27,,,,6.0,66.0,2.0,,Scotland,,2018,1
ESS9e03_2,9,3.2,23.11.2023,29494,GB,1.018773,0.735634,2.4683316,1.8157887,0.00010309883,1514.0,12257.0,,5.0,180.0,60.0,,,9,9,8,,,,,6,9,5,,,,1.0,,1,9.0,6.0,2.0,,1,6666,1,2,Church of England / Anglican,6666.0,2,1,2,1946,,72,,,,66.0,1.0,1.0,,South East (England),,2018,1
ESS9e03_2,9,3.2,23.11.2023,29503,GB,1.018773,0.99410015,2.4683316,2.4537687,0.00010309883,1555.0,12323.0,,5.0,180.0,0.0,,,7,7,5,,,,,4,5,0,,,,16.0,,3,7.0,0.0,2.0,,1,6666,1,2,Roman Catholic,6666.0,5,1,2,1976,,42,,,,66.0,1.0,5.0,,Northern Ireland,,2018,-1
ESS9e03_2,9,3.2,23.11.2023,29519,GB,1.018773,0.712507,2.4683316,1.7587036,0.00010309883,1449.0,12141.0,,4.0,30.0,60.0,,,5,5,5,,,,,5,5,2,,,,77.0,,2,7.0,3.0,2.0,,1,6666,1,2,Not applicable,2.0,2,1,2,1960,,58,,,,66.0,1.0,8.0,,East of England,,2018,0
ESS9e03_2,9,3.2,23.11.2023,29537,GB,1.5281595,1.7587073,2.4683316,4.3410726,6.873255e-05,1423.0,12328.0,,5.0,150.0,45.0,,,7,8,7,,,,,3,8,5,,,,2.0,,2,7.0,7.0,1.0,,2,IN,1,1,Not applicable,6666.0,3,1,2,1949,,69,,,,66.0,1.0,2.0,,West Midlands (England),,2018,-2
